Marie,Butler ,F,10,11.3520010074123,25.5740467397506,03:08.53,07:09.96,14:52.44,10.0493865815442,5.28777830869681,13.9529732206372,1.87060728921569,3.13700938161181,15.8062047599523,
Christina,Garcia ,F,10,8.96793032661234,32.6638860024216,03:13.78,,,12.6293620712667,4.90152181561806,10.1760379352032,,2.97334218512161,12.4072530418603,
Lisa,Morales ,F,10,,,,06:44.95,16:11.78,13.7325765991579,6.58730318869483,,,4.4005576383095,13.6462905304326,
Beverly,Clark ,F,9,,43.2799973821498,,,15:04.06,,,9.01565612786289,2.01950386247397,3.08854785535825,18.9457321993164,
Elizabeth,Davis ,F,10,12.3102202946975,,02:26.77,04:58.74,08:52.54,9.3647452376774,,,1.25764648409576,4.49528436907541,13.5519327826719,
Janet,Rivera ,F,9,13.0603120111561,41.9886571751858,,05:22.29,10:20.90,,6.5062613053129,9.09615580615965,1.0874536130866,4.12640239177868,19.8003201189655,
Denise,Harris ,F,10,8.55177990409887,,02:17.78,05:51.82,,14.873908823172,,9.76838836017394,1.95038781163886,,21.4746645150456,
Diana,Ross ,F,9,,38.8555336813643,02:56.61,07:49.36,12:33.63,,7.02856624338497,11.5284860663602,,,,
Maria,Thompson ,F,9,,24.4050697293353,,05:59.47,13:31.11,8.77063824918789,4.71331143616433,8.39344690266708,1.32218897546496,,13.7111000888608,
Grace,Morgan ,F,10,9.93941404981747,,,04:39.32,08:48.00,,,12.8149448939041,1.73734528220584,2.84759836516844,21.7737627945132,
Hannah,Reed ,F,9,13.6406614955482,22.412104894246,03:19.73,05:19.08,12:20.82,,5.99099155331568,11.6067943118303,1.81635474674425,,,
Kathleen,Rodriguez ,F,9,11.95951463506,32.4209485208514,02:51.47,06:02.66,,14.1810871978815,,13.4888374414837,1.13266632583818,4.61117422192342,11.2980043594312,
Carolyn,Torres ,F,9,10.7777426004316,35.6980812260777,02:49.31,06:31.50,15:21.00,,6.62710433276029,,,4.80725263037159,,
Carol,Wilson ,F,9,8.23086011386106,24.035974072073,02:05.64,04:53.11,11:52.82,10.0809795239255,3.86079668750633,,1.2338912090945,2.84415733828968,11.6513914871101,
Emma,Russell ,F,9,9.65108165313883,41.136199384775,03:45.12,04:23.29,,13.0753547609097,4.57605646237228,7.87877082167498,,,18.4260185612973,
Catherine,Jones ,F,9,,37.877250644401,,,,,,13.7055926302417,,3.84716175959404,,
Amber,Hill ,F,9,9.99442082123962,30.6696385320104,03:01.88,07:01.68,15:08.40,15.1814154694387,7.08424969998788,14.571514734309,1.52778566310304,4.44201007755178,,
Debra,Johnson ,F,9,,,,05:09.04,,8.49919404274364,6.03439789180045,10.4930487782608,,4.75457199475583,,
Christine,Wood ,F,9,13.6329916008252,,03:19.26,,,13.3310765465046,6.31266842719648,7.99978827078874,,,14.0677085213675,
Cynthia,Kelly ,F,10,9.32711840362423,24.9784965500826,02:25.94,06:51.56,,11.7885379291797,7.07415091175247,,1.78393723208331,,,
Joan,Ortiz ,F,9,12.1595155116222,35.1428511181876,01:56.72,05:16.70,10:51.09,8.566134285618,5.27756309727369,8.93778428279764,,4.71328990902126,,
Amanda,Martin ,F,9,13.7924821769011,26.0025724182203,,04:10.30,,8.92175220811434,3.91309273638095,11.0281541365902,2.04845129229821,,,
Barbara,James ,F,10,11.7828350693732,,,04:00.20,12:24.17,15.2420917561519,5.37236646098448,13.2863851377458,1.40606246975303,4.17817040885745,22.0406268035393,
Victoria,Kelly ,F,10,11.8303175459569,22.7134364048113,03:38.66,,09:03.14,11.7056073797014,,12.3900143231045,,3.28670325233225,12.1542673512736,
Jessica,White ,F,10,10.5336021449358,30.5234994693359,02:28.64,07:00.49,,10.6822508232456,5.57053982034252,7.84372032906692,,2.72858979693612,,
Doris,Wright ,F,10,,,,06:06.79,13:13.66,9.32352297108102,,,1.4039397602619,,19.1907471105054,
Betty,Richardson ,F,9,12.436150095847,32.4691525681392,03:48.07,07:16.20,,,6.59485272668707,,1.28786383100189,3.20646196773779,,
