Scott,Nguyen ,M,11,11.2973856304268,31.2568102418697,02:12.12,06:54.19,07:32.68,10.8977738233707,6.29567050488587,,1.62459184151526,5.0864156558574,,
Tyler,Thompson ,M,11,12.1928309338871,30.9971090842077,,,,10.0250089604589,6.44533469276166,11.2530711957802,1.66087151539936,5.15827251429197,,
Russell,Gray ,M,11,12.6448823812228,30.9618316700929,02:20.90,,11:10.71,13.9951586872418,4.82969542240432,,,,13.3852739770212,
Nicholas,Jenkins ,M,12,,31.6774024494782,03:02.59,05:44.12,14:37.96,12.9882123050705,8.54409012797127,16.3017894112421,,3.67567854370942,13.064218842434,
Charles,Fisher ,M,11,9.31541884883399,,,03:42.05,07:37.97,13.4249603918052,,,1.77786315294022,5.99598926591514,18.2409943821584,
Benjamin,Morris ,M,11,,28.2236812396186,02:27.71,05:16.25,,7.52578802273627,6.0597219082224,,,3.90383740311598,,
Kevin,Nguyen ,M,12,,32.0287886752607,02:21.73,04:12.86,08:18.74,,,10.7756148585285,2.15011362083938,,,
James,Myers ,M,12,10.7226214210374,39.119141606045,02:00.13,,,8.59543610227784,8.04340526105005,,1.63788019161767,,20.7186331214177,
George,Richardson ,M,11,12.5552523810755,28.051893995142,02:33.28,06:30.36,08:50.56,10.2022655320579,7.68999229530352,,1.50508286757974,3.10776045552518,,
Ronald,Foster ,M,11,,34.0241452454811,01:49.43,,10:04.67,,6.34329960049007,12.2119757612542,1.95658524780714,5.18849738175505,,
Keith,Carter ,M,11,9.32743428083255,,,,11:17.32,,,17.4083781248462,1.52215692536657,,,
Jerry,Campbell ,M,11,7.70781799942822,28.8845642947065,,,07:36.10,,,,2.21157865544497,,,
Bruce,Cooper ,M,12,,32.0455831486082,02:45.33,,,13.4283242960442,5.42105312863217,13.2425455140723,1.78594117782902,3.40202194284861,15.6839885147043,
Richard,Cruz ,M,12,12.5758337541971,38.0765546536401,02:48.56,,,,6.98304186386152,,,,17.4707392683009,
Roy,Gomez ,M,12,,,01:43.55,06:01.83,09:49.75,12.5795272547785,7.73222209015461,17.2102560000395,,,22.1159068355657,
Kenneth,Rodriguez ,M,11,7.77421571460143,,,04:34.54,08:33.34,9.51364181849482,7.65904145686912,,1.8452321522533,,19.8249597342812,
