Gregory,Young ,M,15,,31.004340398771,03:07.54,05:29.80,09:06.91,14.4980164230938,4.94493798665373,17.3488777459963,1.84808799693283,5.4198426348465,14.4619825041358,
Edward,Gomez ,M,15,,38.4443801922025,02:30.08,04:43.51,08:54.78,,,16.8218078415315,,,,
Jesse,Campbell ,M,15,8.5985936689519,,,05:21.69,13:04.29,10.8681878671149,8.60354924377844,14.7062250181127,1.36312705067043,,,
David,Adams ,M,15,8.12239046386181,33.3528978178977,,04:56.34,,9.80584283735292,7.33419835434425,11.4472358827398,1.60569318916339,4.18933940220975,20.9946449070207,
Juan,Miller ,M,15,8.59994488255015,27.320593249556,,06:59.73,12:00.62,11.6355979951764,4.606755525001,15.6823637309501,,3.57589898463772,12.5056817831597,
Douglas,Baker ,M,16,,23.9980644723014,02:31.81,04:24.77,,12.9408374979546,7.68973778154583,17.4439328258185,,3.71534865343765,,
Noah,Ramirez ,M,16,8.37125586166816,36.2345256623525,,05:47.85,08:41.85,8.56852195558519,7.61738632989459,,1.22301551578831,5.72427100809221,,
Jack,Howard ,M,16,9.15235549451708,25.6059432934657,02:15.94,06:53.68,,10.1833995614635,,14.8184072742464,1.88678491349265,5.85855559459619,19.1567451219947,
Louis,Diaz ,M,15,6.5718007275337,37.3191776865801,02:23.52,03:59.84,09:38.23,11.6812946306551,6.87047079357981,10.2222336110546,,5.34123925358961,14.572541325359,
Alexander,Jackson ,M,16,9.17718080935541,37.7190594859513,02:41.01,03:37.32,07:26.13,14.5991540381917,,11.5850465045234,2.260703167367,5.61982384032556,16.8899741149941,
